Launch_Tag,Launch_JD,Launch_Date,LV_Type,Variant,Flight_ID,Flight,Mission,FlightCode,Platform,Launch_Site,Launch_Pad,Ascent_Site,Ascent_Pad,Apogee,Apoflag,Range,RangeFlag,Dest,OrbPay,Agency,LaunchCode,FailCode,Group,Category,LTCite,Cite,Notes,Simple_Orbit,Launch_Vehicle_Family,Launch_Vehicle_Simplified,State,Country,Launch_Site_Parent,Launch_Site_Name,Payload_Mass,Orbit_Canonical_Date,Perigee,Inc,OpOrbit,First_Simple_Payload_Category,First_Payload_Class,General_Launch_Payload_Type
2012-024,2456065.09,2012-05-17,Soyuz-U-PVB,-,780-31 -229 131,Kosmos-2480,Kobal't-M,-,-,GIK-1,LC16/2,-,-,255.0, ,    -, ,-,6.635,VVKO,OS,-,G,Sat LEO O,nasaspaceflight.com,-,-,LEO,R-7,Soyuz,RU,Russia,GIK1,,3186.0,2012-05-17,186.0,81.37,LLEO/I,Observation,D,Eastern Military
2012-037,2456123.61,2012-07-15,Soyuz-FG,-,L 15000-042,Soyuz TMA-05M,Soyuz 11F732A47 No. 706,ISS 31S,-,GIK-5,LC1,-,-,348.0, ,    -, ,-,7.1,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,-,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,2900.0,2012-07-16,292.0,51.64,LLEO/I,Other,C,Eastern Government
2012-039,2456130.78,2012-07-22,Soyuz-FG,Fregat,B 15000-033,Kanopus/Belka,Soyuz Rideshare 2,-,-,GIK-5,LC31,-,-,508.0, ,    -, ,-,1.122,FKA,OS,-,G,Sat SSO OD,nasaspaceflight.com,-,-,SSO,R-7,Soyuz,RU,Russia,GIK5,,1122.0,2012-07-29,501.0,97.49,LLEO/S,Observation,C,Eastern Government
2012-042,2456141.32,2012-08-01,Soyuz-U-PVB,-,L 15000-134,Progress M-16M,Progress 7K-TGM No.416,ISS 48P,-,GIK-5,LC1,-,-,303.0, ,    -, ,-,9.937,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,NK1210-20,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,7298.0,2012-08-01,263.0,51.64,LLEO/I,Other,C,Eastern Government
2012-049,2456188.19,2012-09-17,Soyuz-2-1A,Fregat,L 15000-012/1037,Metop B,METOP B,ST25,-,GIK-5,LC31,-,-,810.0, ,    -, ,-,4.086,STSM,OS,-,G,Sat SSO D,nasaspaceflight.com,-,-,SSO,R-7,Soyuz,RU,Russia,GIK5,,4086.0,2012-09-24,806.0,98.74,LEO/S,Observation,C,Eastern Government
2012-055,2456213.26,2012-10-12,Soyuz-ST-B,Fregat,B 15000-002/1031,Galileo IOV-3/4,Galileo FM3,VS03/SZ09,-,CSG,ELS,-,-,23232.0, ,    -, ,-,1.4,AE,OS,-,CO/G,Sat MEO SO,www.esa.int,-,-,MEO,R-7,Soyuz,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",1400.0,2012-10-23,23215.0,55.34,MEO,Communications,C,Commercial
2012-058,2456223.95,2012-10-23,Soyuz-FG,-,L 15000-044,Soyuz TMA-06M,Soyuz 11F732A47 No. 707,ISS 32S,-,GIK-5,LC31,-,-,317.0, ,    -, ,-,7.218,FKA,OS,-,G,Sat ISS O,nasaspaceflight.com,NK1212-2,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,2914.0,2012-10-24,249.0,51.65,LLEO/I,Other,C,Eastern Government
2012-060,2456231.82,2012-10-31,Soyuz-U-PVB,-,L 15000-136,Progress M-17M,Progress 7K-TGM No. 417,ISS 49P,-,GIK-5,LC1,-,-,424.0, ,    -, ,-,9.687,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,-,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,7290.0,2012-10-31,401.0,51.65,LLEO/I,Other,C,Eastern Government
2012-063,2456245.99,2012-11-14,Soyuz-2-1A,Fregat,770-46 -267 016/1034,Meridian No. 16L,Meridian No. 16L,-,-,GIK-1,LC43/4,-,-,39734.0, ,    -, ,-,2.1,VVKO,OS,-,G,Sat MOL SO,NK1301-26,nasaspaceflight.com,-,HEO,R-7,Soyuz,RU,Russia,GIK1,,2100.0,2012-11-22,983.0,62.82,HEO/M,Communications,D,Eastern Military
2012-068,2456263.59,2012-12-02,Soyuz-ST-A,Fregat,Sh15000-001/1020,Pleiades 1B,Pleiades HR-2,VZ04/SZ01,-,CSG,ELS,-,-,681.0, ,    -, ,-,0.94,AE,OS,-,CO/G,Sat SSO D,nasaspaceflight.com,-,-,SSO,R-7,Soyuz,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",970.0,2012-12-02,673.0,98.2,LEO/S,Observation,CD,Commercial
2012-074,2456281.01,2012-12-19,Soyuz-FG,-,L 15000-040,Soyuz TMA-07M,Soyuz 11F732A47 No. 704A,ISS 33S,-,GIK-5,LC1,-,-,349.0, ,    -, ,-,7.1,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,-,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,2900.0,2012-12-20,252.0,51.65,LLEO/I,Other,C,Eastern Government
2013-005,2456330.17,2013-02-06,Soyuz-2-1A,Fregat,I 15000-011/1029,Globalstar,Globalstar 2-6,ST26,-,GIK-5,LC31,-,-,926.0, ,    -, ,-,4.29,STSM,OS,-,CO,Sat LEO SD,NK1304-23,nasaspaceflight.com,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,4290.0,2013-02-09,918.0,52.01,LEO/I,Communications,B,Commercial
2013-007,2456335.11,2013-02-11,Soyuz-U-PVB,-,L 15000-137,Progress M-18M,Progress 7K-TGM No. 418,ISS 50P,-,GIK-5,LC1,-,-,417.0, ,    -, ,-,9.921,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,-,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,7283.0,2013-02-11,401.0,51.65,LLEO/I,Other,C,Eastern Government
2013-013,2456380.36,2013-03-28,Soyuz-FG,-,E 15000-043,Soyuz TMA-08M,Soyuz 11F732A47 No. 708,ISS 34S,-,GIK-5,LC1,-,-,418.0, ,    -, ,-,7.22,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,NK1305-02,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,2915.0,2013-03-29,401.0,51.65,LLEO/I,Other,C,Eastern Government
2013-015,2456401.92,2013-04-19,Soyuz-2-1A,-,L 15000-014,Bion-M No. 1,Bion-M No. 1/Cubesats,-,-,GIK-5,LC31,-,-,581.0, ,    -, ,-,6.314,FKA,OS,-,G/G+C,Sat LEO O,spaceflightnow.com,NK1306-28,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,2464.0,2013-04-26,557.0,64.88,LLEO/I,Science,C,Eastern Government
2013-017,2456406.93,2013-04-24,Soyuz-U-PVB,-,L 15000-138,Progress M-19M,Progress 7K-TGM No. 419,ISS 51P,-,GIK-5,LC1,-,-,354.0, ,    -, ,-,9.656,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,NK1306-18,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,7290.0,2013-04-25,298.0,51.64,LLEO/I,Other,C,Eastern Government
2013-019,2456408.72,2013-04-26,Soyuz-2-1B,Fregat,780-31- 220 021/1047,Glonass-M47,Uragan-M No. 747,-,-,GIK-1,LC43/4,-,-,19173.0, ,    -, ,-,1.45,VVKO,OS,-,G,Sat MEO SO,nasaspaceflight.com,NK1306-50,-,MEO,R-7,Soyuz,RU,Russia,GIK1,,1450.0,2013-05-26,19086.0,64.77,MEO,Communications,D,Eastern Military
2013-025,2456441.36,2013-05-28,Soyuz-FG,-,E 15000-045,Soyuz TMA-09M,Soyuz 11F732A47 No. 709?,ISS 35S,-,GIK-5,LC1,-,-,421.0, ,    -, ,-,7.1,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,NK1307-02,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,2900.0,2013-05-29,408.0,51.65,LLEO/I,Other,C,Eastern Government
2013-028,2456451.28,2013-06-07,Soyuz-2-1B,-,780-31- 215 007,Kosmos-2486,Persona No. 2,-,-,GIK-1,LC43/4,-,-,729.0, ,    -, ,-,7.0,VVKO,OS,-,G,Sat SSO O,NK1308-34,nasaspaceflight.com,-,SSO,R-7,Soyuz,RU,Russia,GIK1,,7000.0,2013-06-09,697.0,98.3,LEO/S,Observation,D,Eastern Military
2013-030,2456469.23,2013-06-25,Soyuz-2-1B,-,I 15000-013,Resurs-P No. 1,Resurs-P No. 1,-,-,GIK-5,LC31,-,-,472.0, ,    -, ,-,5.691,FKA,OS,-,G,Sat SSO O,spaceflightnow.com,NK1308-38,-,SSO,R-7,Soyuz,RU,Russia,GIK5,,5691.0,2013-07-02,458.0,97.28,LLEO/S,Observation,C,Eastern Government
2013-031,2456469.31,2013-06-25,Soyuz-ST-B,Fregat,E 15000-003/1041,O3b Mission 1,O3b SV1/SV2/SV4/SV5,VS05/SZ11,-,CSG,ELS,-,-,8067.0, ,    -, ,-,2.8,AE,OS,-,CO,Sat MEO O,nasaspaceflight.com,-,-,MEO,R-7,Soyuz,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",2800.0,2013-07-04,8064.0,0.08,MEO,Communications,B,Commercial
2013-039,2456501.36,2013-07-27,Soyuz-U-PVB,-,L 15000-130,Progress M-20M,Progress 7K-TGM No. 420,ISS 52P,-,GIK-5,LC31,-,-,419.0, ,    -, ,-,9.649,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,NK1309-13,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,7283.0,2013-07-30,413.0,51.65,LLEO/I,Other,C,Eastern Government
2013-054,2456561.37,2013-09-25,Soyuz-FG,-,E 15000-046,Soyuz TMA-10M,Soyuz 11F732A47 No. 710,ISS 36S,-,GIK-5,LC1,-,-,224.0, ,    -, ,-,7.1,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,NK1311-08,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,2900.0,2013-09-25,195.0,51.67,LLEO/I,Other,C,Eastern Government
2013-061,2456603.68,2013-11-07,Soyuz-FG,-,T 15000-048,Soyuz TMA-11M,Soyuz 11F732A47 No. 711,ISS 37S,-,GIK-5,LC1,-,-,418.0, ,    -, ,-,7.101,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,NK1401-02,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,2900.0,2013-11-07,416.0,51.65,LLEO/I,Other,C,Eastern Government
2013-069,2456622.37,2013-11-25,Soyuz-U-PVB,-,E 15000-133,Progress M-21M,Progress 7K-TGM No. 421,ISS 53P,-,GIK-5,LC31,-,-,411.0, ,    -, ,-,9.681,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,NK1401-24,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,7283.0,2013-11-28,383.0,51.66,LLEO/I,Other,C,Eastern Government
2013-074,2456645.88,2013-12-19,Soyuz-ST-B,Fregat,E 15000-004/1040,Gaia,Gaia,VS06/SZ12,-,CSG,ELS,-,-,962690.0, ,    -, ,-,1.934,AE,OS,-,CO/G,Sat EEO SE,nasaspaceflight.com,-,-,BEO,R-7,Soyuz,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",1934.0,2013-12-19,344.0,14.98,CLO,Observation,C,Commercial
2013-078,2456655.02,2013-12-28,Soyuz-2-1V,Volga,760-58- 002/001,Aist-1/SKRL-756,Aist-1,-,-,GIK-1,LC43/4,-,-,625.0, ,    -, ,-,0.15,VVKO,OS,-,G,Sat LEO OD,nasaspaceflight.com,NK1402-60,-,LEO,Blok-A,Soyuz,RU,Russia,GIK1,,150.0,2013-12-29,595.0,82.42,LEO/I,Other,D,Eastern Military
2014-005,2456694.18,2014-02-05,Soyuz-U-PVB,-,E 15000-139,Progress M-22M,Progress 7K-TGM No. 422,ISS 54P,-,GIK-5,LC1,-,-,419.0, ,    -, ,-,9.654,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,NK1404-13,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,7284.0,2014-02-06,413.0,51.65,LLEO/I,Other,C,Eastern Government
2014-012,2456740.45,2014-03-23,Soyuz-2-1B,Fregat,780-85- 168/112-01,Glonass-M54,Uragan-M No. 754,-,-,GIK-1,LC43/4,-,-,19201.0, ,    -, ,-,1.45,VVKO,OS,-,G,Sat MEO SO,nasaspaceflight.com,NK1405-39,-,MEO,R-7,Soyuz,RU,Russia,GIK1,,1450.0,2014-04-02,19108.0,64.81,MEO,Communications,D,Eastern Military
2014-013,2456742.39,2014-03-25,Soyuz-FG,-,T 15000-047,Soyuz TMA-12M,Soyuz 11F732A47 No. 712,ISS 38S,-,GIK-5,LC1,-,-,423.0, ,    -, ,-,7.1,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,NK1405-09,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,2900.0,2014-03-26,417.0,51.63,LLEO/I,Other,C,Eastern Government
2014-016,2456751.38,2014-04-03,Soyuz-ST-A,Fregat,B 15000-004/1038,Sentinel 1A,Sentinel 1A,VS07/SZ04,-,CSG,ELS,-,-,689.0, ,    -, ,-,2.157,AE,OS,-,CO/G,Sat SSO D,nasaspaceflight.com,NK1406-35,-,SSO,R-7,Soyuz,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",2157.0,2014-04-06,686.0,98.17,LEO/S,IMG-R,C,Commercial
2014-018,2456757.14,2014-04-09,Soyuz-U-PVB,-,T 15000-141,Progress M-23M,Progress 7K-TGM No. 427,ISS 55P,-,GIK-5,LC1,-,-,414.0, ,    -, ,-,9.673,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,NK1406-14,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,7290.0,2014-04-09,374.0,51.64,LLEO/I,Other,C,Eastern Government
2014-021,2456764.18,2014-04-16,Soyuz-U-PVB,-,E 15000-143,Egyptsat-2,Egyptsat-2,-,-,GIK-5,LC31,-,-,703.0, ,    -, ,-,1.08,FKA,OS,-,G/OG,Sat LEO O,spaceflightnow.com,NK1406-47,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,1080.0,2014-04-18,435.0,51.62,LLEO/I,Observation,C,Eastern Government
2014-025,2456784.08,2014-05-06,Soyuz-2-1A,-,760-58- 163 019,Kosmos-2495,Kobal't-M No. 564,-,-,GIK-1,LC43/4,-,-,284.0, ,    -, ,-,6.635,VVKO,OS,-,G,Sat LEO O,nasaspaceflight.com,NK1407-26,-,LEO,R-7,Soyuz,RU,Russia,GIK1,,3186.0,2014-05-06,176.0,81.41,LLEO/I,Observation,D,Eastern Military
2014-031,2456806.33,2014-05-28,Soyuz-FG,-,T 15000-049,Soyuz TMA-13M,Soyuz 11F732A47 No. 713,ISS 39S,-,GIK-5,LC1,-,-,227.0, ,    -, ,-,7.22,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,NK1407-06,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,2914.0,2014-05-28,197.0,51.63,LLEO/I,Other,C,Eastern Government
2014-032,2456823.22,2014-06-14,Soyuz-2-1B,Fregat,T 15000-023/112-02,Glonass-M55,Uragan-M No. 755,-,-,GIK-1,LC43/4,-,-,19262.0, ,    -, ,-,1.45,VVKO,OS,-,G,Sat MEO SO,nasaspaceflight.com,NK1408-18,-,MEO,R-7,Soyuz,RU,Russia,GIK1,,1450.0,2014-06-22,19145.0,64.78,MEO,Communications,D,Eastern Military
2014-037,2456847.17,2014-07-08,Soyuz-2-1B,Fregat,L 15000-011/1025,Meteor-M No. 2,Soyuz Rideshare 3,-,-,GIK-5,LC31,-,-,828.0, ,    -, ,-,3.513,FKA,OS,-,G/G+C,Sat SSO OD,nasaspaceflight.com,-,-,SSO,R-7,Soyuz,RU,Russia,GIK5,,3513.0,2014-07-09,818.0,98.81,LEO/S,Observation,C,Eastern Government
2014-038,2456849.29,2014-07-10,Soyuz-ST-B,Fregat,E 15000-005/1032,O3b Mission 2,O3b SV3/SV6/SV7/SV8,VS08/SZ13,-,CSG,ELS,-,-,8069.0, ,    -, ,-,2.8,AE,OS,-,CO,Sat MEO O,nasaspaceflight.com,-,-,MEO,R-7,Soyuz,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",2800.0,2014-07-27,8062.0,0.05,MEO,Communications,B,Commercial
2014-041,2456857.37,2014-07-18,Soyuz-2-1A,-,T 15000-020,Foton-M No. 4,Foton-M No. 4,-,-,GIK-5,LC31,-,-,549.0, ,    -, ,-,6.07,FKA,OS,-,G,Sat LEO O,nasaspaceflight.com,-,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,2515.0,2014-07-26,251.0,64.88,LLEO/I,Science,C,Eastern Government
2014-042,2456862.41,2014-07-23,Soyuz-U-PVB,-,T 15000-140,Progress M-24M,Progress 7K-TGM No. 423,ISS 56P,-,GIK-5,LC1,-,-,419.0, ,    -, ,-,9.612,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,-,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,7290.0,2014-07-24,411.0,51.64,LLEO/I,Other,C,Eastern Government
2014-050,2456892.02,2014-08-22,Soyuz-ST-B,Fregat,E 15000-006/1039,Galileo FOC 1/2,GalileoSat 5-6,VS09/SZ14,-,CSG,ELS,-,-,25917.0, ,    -, ,-,1.466,AE,OF40,S4G2,CO/G,Sat MEO SO,nasaspaceflight.com,-,"Prop lines froze, lost attitude",MEO,R-7,Soyuz,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",1466.0,2014-08-31,13721.0,49.69,MEO,Communications,C,Commercial
2014-057,2456926.35,2014-09-25,Soyuz-FG,-,T 15000-050,Soyuz TMA-14M,Soyuz 11F732A47 No. 714,ISS 40S,-,GIK-5,LC1,-,-,328.0, ,    -, ,-,7.22,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,-,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,2914.0,2014-09-25,169.0,52.06,LLEO/I,Other,C,Eastern Government
2014-067,2456959.8,2014-10-29,Soyuz-2-1A,-,G 15000-021,Progress M-25M,Progress 7K-TGM No. 424,ISS 57P,-,GIK-5,LC31,-,-,298.0, ,    -, ,-,9.641,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,NK1412-19,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,7290.0,2014-10-29,258.0,51.65,LLEO/I,Other,C,Eastern Government
2014-069,2456960.57,2014-10-30,Soyuz-2-1A,Fregat,760-58- 174 013/1026,Meridian No. 17L,Meridian No. 17L,-,-,GIK-1,LC43/4,-,-,39752.0, ,    -, ,-,2.0,VVKO,OS,-,G,Sat MOL SO,nasaspaceflight.com,-,-,HEO,R-7,Soyuz,RU,Russia,GIK1,,2000.0,2014-11-06,965.0,62.81,HEO/M,Communications,D,Eastern Military
2014-074,2456985.38,2014-11-23,Soyuz-FG,-,T 15000-051,Soyuz TMA-15M,Soyuz 11F732A47 No. 715,ISS 41S,-,GIK-5,LC31,-,-,417.0, ,    -, ,-,7.22,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,NK1501-04,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,2914.0,2014-11-25,407.0,51.65,LLEO/I,Other,C,Eastern Government
2014-075,2456992.41,2014-11-30,Soyuz-2-1B,Fregat,G 15000-026/1044,Kosmos-2501,Glonass-K No. 12L,-,-,GIK-1,LC43/4,-,-,19199.0, ,    -, ,-,0.974,VVKO,OS,-,G,Sat MEO SO,zenite.nu,nasaspaceflight.com,-,MEO,R-7,Soyuz,RU,Russia,GIK1,,974.0,2014-12-08,19155.0,64.82,MEO,Communications,D,Eastern Military
2014-083,2457010.28,2014-12-18,Soyuz-ST-B,Fregat,T 15000-007/133-01,O3b Mission 3,O3b SV9/SV10/SV11/SV12,VS10/SZ15,-,CSG,ELS,-,-,8068.0, ,    -, ,-,2.8,AE,OS,-,CO,Sat MEO O,nasaspaceflight.com,zenite.nu,-,MEO,R-7,Soyuz,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",2800.0,2015-01-07,8063.0,0.04,MEO,Communications,B,Commercial
2014-086,2457016.63,2014-12-25,Soyuz-2-1B,-,780-31- 199 005,Kosmos-2502,Lotos-S2 No. 802,-,-,GIK-1,LC43/4,-,-,909.0, ,    -, ,-,6.575,VVKO,OS,-,G,Sat LEO O,zenite.nu,nasaspaceflight.com,-,LEO,R-7,Soyuz,RU,Russia,GIK1,,6575.0,2014-12-27,899.0,67.15,LEO/I,Observation,D,Eastern Military
2014-087,2457018.29,2014-12-26,Soyuz-2-1B,-,L 15000-009,Resurs-P No. 2,Resurs-P No. 2,-,-,GIK-5,LC31,-,-,416.0, ,    -, ,-,6.392,FKA,OS,-,G,Sat SSO O,spaceflightnow.com,-,-,SSO,R-7,Soyuz,RU,Russia,GIK5,,6392.0,2014-12-28,183.0,97.27,LLEO/S,Observation,C,Eastern Government
2015-008,2457070.96,2015-02-17,Soyuz-U-PVB,-,T 15000-144,Progress M-26M,Progress 7K-TGM No. 425,ISS 58P,-,GIK-5,LC1,-,-,237.0, ,    -, ,-,9.662,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,NK1504-13,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,7290.0,2015-02-17,186.0,51.65,LLEO/I,Other,C,Eastern Government
2015-009,2457080.96,2015-02-27,Soyuz-2-1A,-,770-46- 243 010,Kosmos-2503,Bars-M No. 1L,-,-,GIK-1,LC43/4,-,-,540.0, ,    -, ,-,3.7,VVKO,OS,-,G,Sat SSO O,zenite.nu,NK1504-38,-,SSO,R-7,Soyuz,RU,Russia,GIK1,,3700.0,2015-03-01,327.0,97.63,LLEO/S,Observation,D,Eastern Military
2015-016,2457109.32,2015-03-27,Soyuz-FG,-,G 15000-053,Soyuz TMA-16M,Soyuz 11F732A47 No.716,ISS 42S,-,GIK-5,LC1,-,-,213.0, ,    -, ,-,7.216,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,NK1505-05,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,2914.0,2015-03-27,198.0,51.61,LLEO/I,Other,C,Eastern Government
2015-017,2457109.41,2015-03-27,Soyuz-ST-B,Fregat,T 15000-008/133-02,Galileo FOC 3/4,GalileoSat 7-8,VS11/SZ16,-,CSG,ELS,-,-,23574.0, ,    -, ,-,1.466,AE,OS,-,CO/G,Sat MEO SO,nasaspaceflight.com,zenite.nu,-,MEO,R-7,Soyuz,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",1466.0,2015-04-08,23516.0,55.07,MEO,Communications,C,Commercial
2015-024,2457140.8,2015-04-28,Soyuz-2-1A,-,G 15000-022,Progress M-27M,Progress 7K-TGM No. 426,ISS 59P,-,GIK-5,LC31,-,-,252.0, ,    -, ,-,9.647,FKA,OF30,S3S,G,Sat ISS O,spaceflightnow.com,-,Resonance at separation,LEO,R-7,Soyuz,RU,Russia,GIK5,,7290.0,2015-04-30,183.0,51.64,LLEO/I,Other,C,Eastern Government
2015-027,2457179.14,2015-06-05,Soyuz-2-1A,-,780-72- 171 024,Kosmos-2505,Kobal't-M No. 565 (91L),-,-,GIK-1,LC43/4,-,-,285.0, ,    -, ,-,6.635,VVKO,OS,-,G,Sat LEO O,NK1508-22,-,-,LEO,R-7,Soyuz,RU,Russia,GIK1,,3186.0,2015-06-05,177.0,81.42,LLEO/I,Observation,D,Eastern Military
2015-029,2457197.2,2015-06-23,Soyuz-2-1B,-,760-58- 156 012,Kosmos-2506,Persona No. 3,-,-,GIK-1,LC43/4,-,-,725.0, ,    -, ,-,7.0,VVKO,OS,-,G,Sat SSO O,NK1508-33,-,-,SSO,R-7,Soyuz,RU,Russia,GIK1,,7000.0,2015-06-30,706.0,98.3,LEO/S,Observation,D,Eastern Military
2015-031,2457206.71,2015-07-03,Soyuz-U-PVB,-,T 15000-142,Progress M-28M,Progress 7K-TGM No. 428,ISS 60P,-,GIK-5,LC1,-,-,290.0, ,    -, ,-,9.661,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,NK1509-16,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,7290.0,2015-07-04,261.0,51.63,LLEO/I,Other,C,Eastern Government
2015-035,2457226.38,2015-07-22,Soyuz-FG,-,G 15000-052,Soyuz TMA-17M,Soyuz 11F732A47 No. 717,ISS 43S,-,GIK-5,LC1,-,-,402.0, ,    -, ,-,7.218,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,NK1509-01,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,2912.0,2015-07-23,400.0,51.65,LLEO/I,Other,C,Eastern Government
2015-043,2457267.69,2015-09-02,Soyuz-FG,-,G 15000-054,Soyuz TMA-18M,Soyuz 11F732A47 No. 718,ISS 44S,-,GIK-5,LC1,-,-,280.0, ,    -, ,-,7.212,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,NK1511-01,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,2910.0,2015-09-03,238.0,51.64,LLEO/I,Other,C,Eastern Government
2015-045,2457276.59,2015-09-11,Soyuz-ST-B,Fregat,T 15000-009/133-03,Galileo FOC 5/6,GalileoSat 9-10,VS12/SZ17,-,CSG,ELS,-,-,23566.0, ,    -, ,-,1.466,AE,OS,-,CO/G,Sat MEO SO,nasaspaceflight.com,NK1511-25,-,MEO,R-7,Soyuz,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",1466.0,2015-09-20,23440.0,57.38,MEO,Communications,C,Commercial
2015-055,2457297.2,2015-10-01,Soyuz-U-PVB,-,G 15000-146,Progress M-29M,Progress 7K-TGM No. 429,ISS 61P,-,GIK-5,LC1,-,-,337.0, ,    -, ,-,9.622,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,NK1512-01,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,7290.0,2015-10-01,308.0,51.64,LLEO/I,Other,C,Eastern Government
2015-066,2457343.77,2015-11-17,Soyuz-2-1B,Fregat,760-12- 227 015/1033,Kosmos-2510,EKS No. 1L,-,-,GIK-1,LC43/4,-,-,38557.0, ,    -, ,-,2.55,VVKO,OS,-,G,Sat MOL SO,spaceflightnow.com,NK1601-39,-,HEO,R-7,Soyuz,RU,Russia,GIK1,,2550.0,2015-11-24,1621.0,63.81,HEO/M,Observation,D,Eastern Military
2015-071,2457362.09,2015-12-05,Soyuz-2-1V,Volga,780-31- 001 001/002,Kosmos-2511/2512,Kanopus-ST/KYuA-1,-,-,GIK-1,LC43/4,-,-,694.0, ,    -, ,-,1.407,VVKO,OF44,S3S,G,Sat SSO OD,nasaspaceflight.com,NK1602-34,Sep failure of payload,SSO,Blok-A,Soyuz,RU,Russia,GIK1,,507.0,2015-12-05,685.0,98.18,LEO/S,Observation,D,Eastern Military
2015-076,2457371.96,2015-12-15,Soyuz-FG,-,G 15000-055,Soyuz TMA-19M,Soyuz 11F732A47 No. 719,ISS 45S,-,GIK-5,LC1,-,-,361.0, ,    -, ,-,7.22,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,-,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,2885.0,2015-12-15,321.0,51.65,LLEO/I,Other,C,Eastern Government
2015-079,2457373.99,2015-12-17,Soyuz-ST-B,Fregat,R 15000-010/133-04,Galileo FOC 8/9,GalileoSat 11-12,VS13/SZ18,-,CSG,ELS,-,-,23463.0, ,    -, ,-,1.466,AE,OS,-,CO/G,Sat MEO SO,nasaspaceflight.com,zenite.nu,-,MEO,R-7,Soyuz,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",1466.0,2015-12-30,23347.0,54.79,MEO,Communications,C,Commercial
